"id","name","birthdate","deathdate"
6446,"Rab Affleck","1953-01-30T00:00:00.000",null
6447,"Rachael Carpani","1980-08-24T00:00:00.000",null
6448,"Rachael Harris","1968-01-12T00:00:00.000",null
6449,"Rachel Alig",null,null
6450,"Rachel Ann Mullins",null,null
6451,"Rachel Blakely","1968-07-28T00:00:00.000",null
6452,"Rachel Blanchard","1976-03-19T00:00:00.000",null
6453,"Rachel Brosnahan","1990-12-15T00:00:00.000",null
6454,"Rachel Crow",null,null
6455,"Rachel Dratch","1966-02-22T00:00:00.000",null
6456,"Rachel Goldenberg",null,null
6457,"Rachel Griffiths","1968-12-18T00:00:00.000",null
6458,"Rachel Hendrix",null,null
6459,"Rachel Korine","1986-04-04T00:00:00.000",null
6460,"Rachel Nash",null,null
6461,"Rachel Perkins",null,null
6462,"Rachel Roberts","1927-09-20T00:00:00.000","1980-11-26T00:00:00.000"
6463,"Rachel Skarsten","1985-04-23T00:00:00.000",null
6464,"Rachel Sterling","1979-11-11T00:00:00.000",null
6465,"Rachel Talalay","1958-08-16T00:00:00.000",null
6466,"Rachel Ticotin","1958-11-01T00:00:00.000",null
6467,"Rachel True","1966-11-15T00:00:00.000",null
6468,"Radha Mitchell","1973-11-12T00:00:00.000",null
6469,"Radivoje Bukvic","1979-11-20T00:00:00.000",null
6470,"Rae Dawn Chong","1961-02-28T00:00:00.000",null
6471,"Rae'Ven Kelly","1985-06-28T00:00:00.000",null
6472,"Rafa Lara",null,null
6473,"Rafe Spall","1983-03-10T00:00:00.000",null
6474,"Rai Alexandra",null,null
6475,"Rain",null,null
6476,"Rainn Wilson","1966-01-20T00:00:00.000",null
6477,"Raja Gosnell","1958-12-09T00:00:00.000",null
6478,"Raja Menon",null,null
6479,"Rajkumar Hirani","1962-11-20T00:00:00.000",null
6480,"Rakesh Roshan","1949-09-06T00:00:00.000",null
6481,"Rakeysh Omprakash Mehra","1963-07-07T00:00:00.000",null
6482,"Rakie Ayola",null,null
6483,"Ralitsa Paskaleva",null,null
6484,"Ralph Bellamy","1904-06-17T00:00:00.000","1991-11-29T00:00:00.000"
6485,"Ralph Brown","1957-06-18T00:00:00.000",null
6486,"Ralph Fiennes","1962-12-22T00:00:00.000",null
6487,"Ralph Ineson","1969-12-15T00:00:00.000",null
6488,"Ralph Nelson","1916-08-12T00:00:00.000","1987-12-21T00:00:00.000"
6489,"Ralph Richardson","1902-12-19T00:00:00.000","1983-10-10T00:00:00.000"
6490,"Ralph Ziman",null,null
6491,"Ramaa Mosley","1978-10-29T00:00:00.000",null
6492,"Rami Malek","1981-05-12T00:00:00.000",null
6493,"Ramon Rodriguez",null,null
6494,"Ranbir Kapoor","1982-09-28T00:00:00.000",null
6495,"Rand Ravich",null,null
6496,"Randal Kleiser","1946-07-20T00:00:00.000",null
6497,"Randall 'Tex' Cobb","1950-05-07T00:00:00.000",null
6498,"Randall Duk Kim","1943-09-24T00:00:00.000",null
6499,"Randall Miller",null,null
6500,"Randall Park",null,null
6501,"Randall Rubin",null,null
6502,"Randall Wallace","1949-07-28T00:00:00.000",null
6503,"Randeep Hooda",null,null
6504,"Randy Couture","1963-06-22T00:00:00.000",null
6505,"Randy Jay Burrell","1986-08-16T00:00:00.000",null
6506,"Randy Jones",null,null
6507,"Randy Moore","1984-04-10T00:00:00.000",null
6508,"Randy Quaid","1950-10-01T00:00:00.000",null
6509,"Randy Wayne","1981-08-07T00:00:00.000",null
6510,"Rania Attieh",null,null
6511,"Ranin Karim",null,null
6512,"Ransford Doherty",null,null
6513,"Raoul Bova","1971-08-14T00:00:00.000",null
6514,"Raoul Max Trujillo","1955-05-08T00:00:00.000",null
6515,"Raphael Barker",null,null
6516,"Raphael Sbarge","1964-02-12T00:00:00.000",null
6517,"Rapulana Seiphemo","1967-11-04T00:00:00.000",null
6518,"Raquel Alessi","1983-03-07T00:00:00.000",null
6519,"Raquel Elizabeth Ames",null,null
6520,"Raquel Nave",null,null
6521,"Raquel Welch","1940-09-05T00:00:00.000",null
6522,"Rasheed Naz","1948-09-09T00:00:00.000",null
6523,"Raul Julia","1940-03-09T00:00:00.000","1994-10-24T00:00:00.000"
6524,"Raven Goodwin","1992-06-24T00:00:00.000",null
6525,"Raven-Symoné","1985-12-10T00:00:00.000",null
6526,"Rawiri Paratene",null,null
6527,"Rawson Marshall Thurber","1975-02-09T00:00:00.000",null
6528,"Ray Charles","1930-09-23T00:00:00.000","2004-06-10T00:00:00.000"
6529,"Ray Griggs",null,null
6530,"Ray Lawrence",null,null
6531,"Ray McKinnon","1957-11-15T00:00:00.000",null
6532,"Ray Milland","1905-01-03T00:00:00.000","1986-03-10T00:00:00.000"
6533,"Ray Nicholas",null,null
6534,"Ray Romano","1957-12-21T00:00:00.000",null
6535,"Ray Walston","1914-12-02T00:00:00.000","2001-01-01T00:00:00.000"
6536,"Ray Winstone","1957-02-19T00:00:00.000",null
6537,"Raymond Burr","1917-05-21T00:00:00.000","1993-09-12T00:00:00.000"
6538,"Raymond Cruz","1961-07-09T00:00:00.000",null
6539,"Raymond De Felitta","1964-06-30T00:00:00.000",null
6540,"Raymond J. Barry","1939-03-14T00:00:00.000",null
6541,"Raza Jaffrey","1975-05-28T00:00:00.000",null
6542,"Razaaq Adoti",null,null
6543,"Reba McEntire","1955-03-28T00:00:00.000",null
6544,"Rebecca Black","1997-06-21T00:00:00.000",null
6545,"Rebecca Budig","1973-06-26T00:00:00.000",null
6546,"Rebecca Dayan",null,null
6547,"Rebecca De Mornay","1959-08-29T00:00:00.000",null
6548,"Rebecca Gayheart","1971-08-12T00:00:00.000",null
6549,"Rebecca Mader","1977-04-24T00:00:00.000",null
6550,"Rebecca Miller","1962-09-15T00:00:00.000",null
6551,"Red Skelton","1913-07-18T00:00:00.000","1997-09-17T00:00:00.000"
6552,"Reda Kateb","1977-07-22T00:00:00.000",null
6553,"Redd Foxx","1922-12-09T00:00:00.000","1991-10-11T00:00:00.000"
6554,"Reece Ritchie","1986-07-23T00:00:00.000",null
6555,"Reece Thompson","1988-11-22T00:00:00.000",null
6556,"Reed Cowan","1972-07-24T00:00:00.000",null
6557,"Reef Ireland",null,null
6558,"Reese Mishler",null,null
6559,"Reeve Carney","1983-04-18T00:00:00.000",null
6560,"Reg E. Cathey","1958-08-18T00:00:00.000",null
6561,"Regardt van den Bergh",null,null
6562,"Reggie Lee",null,null
6563,"Regi Davis",null,null
6564,"Regina Casé",null,null
6565,"Regina Hall","1970-12-12T00:00:00.000",null
6566,"Reginald Ballard",null,null
6567,"Reginald Hudlin","1961-12-15T00:00:00.000",null
6568,"Reginald Owen","1887-08-05T00:00:00.000","1972-11-05T00:00:00.000"
6569,"Reginald VelJohnson","1952-08-16T00:00:00.000",null
6570,"Reid Ewing",null,null
6571,"Reiner Schwarz",null,"2014-08-30T00:00:00.000"
6572,"Reinhard Klooss",null,null
6573,"Rekha","1954-10-10T00:00:00.000",null
6574,"Rekha Sharma",null,null
6575,"Remo","1943-07-27T00:00:00.000",null
6576,"Rene Auberjonois","1940-06-01T00:00:00.000",null
6577,"René Féret",null,null
6578,"Rene Rosado",null,null
6579,"Rene Russo","1954-02-17T00:00:00.000",null
6580,"Renée Adorée",null,null
6581,"Renee Faia",null,null
6582,"Renee Leblanc",null,null
6583,"Renee Olstead","1989-06-18T00:00:00.000",null
6584,"Renny Harlin","1959-03-15T00:00:00.000",null
6585,"Reuben Langdon","1975-07-19T00:00:00.000",null
6586,"Revathy","1966-07-08T00:00:00.000",null
6587,"Rex Baker","1884-02-08T00:00:00.000","1953-12-02T00:00:00.000"
6588,"Rex Harrison","1908-03-05T00:00:00.000","1990-06-02T00:00:00.000"
6589,"Rex Linn","1956-11-13T00:00:00.000",null
6590,"Reza Sixo Safai",null,null
6591,"Rhea Perlman","1948-03-31T00:00:00.000",null
6592,"Rhonda Fleming","1923-08-10T00:00:00.000",null
6593,"Rhys Coiro","1979-03-12T00:00:00.000",null
6594,"Rhys Wakefield","1988-11-20T00:00:00.000",null
6595,"Rian Bishop","1976-05-15T00:00:00.000",null
6596,"Rian Johnson","1973-12-17T00:00:00.000",null
6597,"Ric Roman Waugh","1968-02-20T00:00:00.000",null
6598,"Ricardo Chavira","1971-09-01T00:00:00.000",null
6599,"Ricardo Darín",null,null
6600,"Ricardo Montalban","1920-11-25T00:00:00.000","2009-01-14T00:00:00.000"
6601,"Riccardo Scamarcio","1979-11-13T00:00:00.000",null
6602,"Rich Ceraulo","1977-03-27T00:00:00.000",null
6603,"Rich Christiano","1956-10-02T00:00:00.000",null
6604,"Rich Cowan",null,null
6605,"Rich Moore","1963-05-10T00:00:00.000",null
6606,"Rich Pecci","1973-05-01T00:00:00.000",null
6607,"Richard Anderson",null,null
6608,"Richard Attenborough","1923-08-29T00:00:00.000","2014-08-24T00:00:00.000"
6609,"Richard Ayoade","1977-06-12T00:00:00.000",null
6610,"Richard Basehart","1914-08-31T00:00:00.000","1984-09-17T00:00:00.000"
6611,"Richard Benjamin","1938-05-22T00:00:00.000",null
6612,"Richard Beymer","1938-02-20T00:00:00.000",null
6613,"Richard Boddington",null,null
6614,"Richard Brake","1949-02-21T00:00:00.000","2016-03-17T00:00:00.000"
6615,"Richard Brancatisano","1983-10-29T00:00:00.000",null
6616,"Richard Briers","1934-01-14T00:00:00.000","2013-02-17T00:00:00.000"
6617,"Richard Brooker","1954-11-20T00:00:00.000","2013-04-08T00:00:00.000"
6618,"Richard Brooks","1912-05-18T00:00:00.000","1992-03-11T00:00:00.000"
6619,"Richard Bull","1924-06-26T00:00:00.000","2014-02-03T00:00:00.000"
6620,"Richard Burgi","1958-07-30T00:00:00.000",null
6621,"Richard Burton","1925-11-10T00:00:00.000","1984-08-05T00:00:00.000"
6622,"Richard Cabral",null,null
6623,"Richard Cawthorne","1976-12-03T00:00:00.000",null
6624,"Richard Cetrone",null,null
6625,"Richard Coyle","1972-02-27T00:00:00.000",null
6626,"Richard Crenna","1926-11-30T00:00:00.000","2003-01-17T00:00:00.000"
6627,"Richard Curtis","1956-11-08T00:00:00.000",null
6628,"Richard Dawson","1932-11-20T00:00:00.000","2012-06-02T00:00:00.000"
6629,"Richard Donner","1930-04-24T00:00:00.000",null
6630,"Richard Dutcher",null,null
6631,"Richard Dysart","1929-03-30T00:00:00.000","2015-04-05T00:00:00.000"
6632,"Richard E. Grant","1957-05-05T00:00:00.000",null
6633,"Richard Epcar","1955-04-29T00:00:00.000",null
6634,"Richard Eyre","1943-03-28T00:00:00.000",null
6635,"Richard Farnsworth","1920-09-01T00:00:00.000","2000-10-06T00:00:00.000"
6636,"Richard Fleischer","1916-12-08T00:00:00.000","2006-03-25T00:00:00.000"
6637,"Richard Gant","1957-05-05T00:00:00.000",null
6638,"Richard Glatzer","1952-01-28T00:00:00.000","2015-03-10T00:00:00.000"
6639,"Richard Glover",null,null
6640,"Richard Graham",null,null
6641,"Richard Howland",null,null
6642,"Richard J. Lewis",null,null
6643,"Richard Jaeckel","1926-10-10T00:00:00.000","1997-06-14T00:00:00.000"
6644,"Richard Jewell",null,null
6645,"Richard Johnson",null,null
6646,"Richard Kelly","1975-03-28T00:00:00.000",null
6647,"Richard Kwietniowski","1957-03-17T00:00:00.000",null
6648,"Richard LaGravenese","1959-10-30T00:00:00.000",null
6649,"Richard Lawson","1932-11-20T00:00:00.000","2012-06-02T00:00:00.000"
6650,"Richard Lester","1932-01-19T00:00:00.000",null
6651,"Richard Libertini","1933-05-21T00:00:00.000","2016-01-07T00:00:00.000"
6652,"Richard Linklater","1960-07-30T00:00:00.000",null
6653,"Richard Loncraine","1946-10-20T00:00:00.000",null
6654,"Richard Lynch","1940-02-12T00:00:00.000","2012-06-19T00:00:00.000"
6655,"Richard Marquand","1937-09-22T00:00:00.000","1987-09-04T00:00:00.000"
6656,"Richard Masur","1948-11-20T00:00:00.000",null
6657,"Richard Moll","1943-01-13T00:00:00.000",null
6658,"Richard Montoya",null,null
6659,"Richard Norton","1928-06-12T00:00:00.000",null
6660,"Richard Portnow",null,null
6661,"Richard Raymond",null,null
6662,"Richard Rich","1966-09-09T00:00:00.000",null
6663,"Richard Roundtree","1942-07-09T00:00:00.000",null
6664,"Richard Roxburgh","1962-01-23T00:00:00.000",null
6665,"Richard Sammel","1923-08-29T00:00:00.000","2014-08-24T00:00:00.000"
6666,"Richard Schenkman","1958-03-06T00:00:00.000",null
6667,"Richard Schiff","1955-05-27T00:00:00.000",null
6668,"Richard Shepard",null,null
6669,"Richard Spore","1948-03-23T00:00:00.000",null
6670,"Richard T. Jones","1931-11-12T00:00:00.000","1988-12-12T00:00:00.000"
6671,"Richard Thomas","1951-06-13T00:00:00.000",null
6672,"Richard Tyson","1961-02-13T00:00:00.000",null
6673,"Richard Wallace","1948-02-12T00:00:00.000",null
6674,"Richard Williams","1963-11-10T00:00:00.000",null
6675,"Richard Wilson","1936-07-09T00:00:00.000",null
6676,"Rick Aviles","1952-10-14T00:00:00.000","1995-03-17T00:00:00.000"
6677,"Rick Bieber",null,null
6678,"Rick de Oliveira","1968-07-23T00:00:00.000",null
6679,"Rick Dial","1955-03-09T00:00:00.000","2011-05-28T00:00:00.000"
6680,"Rick Famuyiwa","1973-06-18T00:00:00.000",null
6681,"Rick Fox",null,null
6682,"Rick Friedberg",null,null
6683,"Rick Gomez","1972-06-01T00:00:00.000",null
6684,"Rick Gonzalez","1979-06-30T00:00:00.000",null
6685,"Rick Hoffman","1970-06-12T00:00:00.000",null
6686,"Rick Macy","1953-10-18T00:00:00.000",null
6687,"Rick Rosenthal","1949-06-15T00:00:00.000",null
6688,"Rick Rossovich","1957-08-28T00:00:00.000",null
6689,"Rick Worthy","1967-03-12T00:00:00.000",null
6690,"Rick Yune","1971-08-22T00:00:00.000",null
6691,"Ricki Stern",null,null
6692,"Ricky Catter",null,null
6693,"Ricky Gervais","1961-06-25T00:00:00.000",null
6694,"Ricky Jay",null,null
6695,"Ricky Martin","1971-12-24T00:00:00.000",null
6696,"Ricky Schroder","1970-04-13T00:00:00.000",null
6697,"Ridley Scott","1937-11-30T00:00:00.000",null
6698,"Rie Miyazawa","1973-04-06T00:00:00.000",null
6699,"Rie Rasmussen","1976-02-14T00:00:00.000",null
6700,"Rijk de Gooyer","1925-12-17T00:00:00.000","2011-11-02T00:00:00.000"
6701,"Riki Lindhome","1979-03-05T00:00:00.000",null
6702,"Rila Fukushima",null,null
6703,"Riley Smith","1978-04-12T00:00:00.000",null
6704,"Riley Thomas Stewart",null,null
6705,"Ringo Lam",null,null
6706,"Ringo Starr","1940-07-07T00:00:00.000",null
6707,"Rip Torn","1931-02-06T00:00:00.000",null
6708,"Risa Bramon Garcia",null,null
6709,"Rita Davies",null,null
6710,"Rita Hayworth","1918-10-17T00:00:00.000","1987-05-14T00:00:00.000"
6711,"Rita Maiden",null,null
6712,"Rita Merson",null,null
6713,"Rita Moreno","1931-12-11T00:00:00.000",null
6714,"Rita Wilson","1956-10-26T00:00:00.000",null
6715,"Ritchie Coster","1967-07-01T00:00:00.000",null
6716,"Ritchie Montgomery",null,null
6717,"Riteish Deshmukh","1978-12-17T00:00:00.000",null
6718,"Ritesh Batra","1979-06-12T00:00:00.000",null
6719,"Riz Ahmed","1982-12-01T00:00:00.000",null
6720,"Rizwan Manji","1974-10-17T00:00:00.000",null
6721,"Rob Bowman","1960-05-15T00:00:00.000",null
6722,"Rob Brown",null,null
6723,"Rob Brydon","1965-05-03T00:00:00.000",null
6724,"Rob Campbell",null,null
6725,"Rob Cohen","1941-07-15T00:00:00.000",null
6726,"Rob Hawk",null,null
6727,"Rob Hedden",null,null
6728,"Rob Huebel","1969-06-04T00:00:00.000",null
6729,"Rob Jarvis",null,null
6730,"Rob Letterman",null,null
6731,"Rob Marshall","1960-10-17T00:00:00.000",null
6732,"Rob McElhenney","1977-04-14T00:00:00.000",null
6733,"Rob McKittrick",null,null
6734,"Rob Minkoff",null,null
6735,"Rob Moran",null,null
6736,"Rob Morrow","1962-09-21T00:00:00.000",null
6737,"Rob Paulsen","1956-03-11T00:00:00.000",null
6738,"Rob Pritts",null,null
6739,"Rob Reiner","1947-03-06T00:00:00.000",null
6740,"Rob Riggle","1970-04-21T00:00:00.000",null
6741,"Rob Schmidt","1965-09-25T00:00:00.000",null
6742,"Rob Zombie","1962-05-06T00:00:00.000",null
6743,"Robb Wells",null,null
6744,"Robbie Barnes","1942-08-06T00:00:00.000",null
6745,"Robbie Kay","1995-09-13T00:00:00.000",null
6746,"Robby Henson","1956-01-21T00:00:00.000",null
6747,"Robert Adetuyi",null,null
6748,"Robert Altman","1925-02-20T00:00:00.000","2006-11-20T00:00:00.000"
6749,"Robert Amaya",null,null
6750,"Robert B. Weide","1959-06-20T00:00:00.000",null
6751,"Robert Baker",null,null
6752,"Robert Beltran","1953-11-19T00:00:00.000",null
6753,"Robert Ben Garant","1970-09-14T00:00:00.000",null
6754,"Robert Bennett",null,null
6755,"Robert Blake","1933-09-18T00:00:00.000",null
6756,"Robert Butler","1927-11-17T00:00:00.000",null
6757,"Robert C. Cooper","1968-10-14T00:00:00.000",null
6758,"Robert Capron","1998-07-09T00:00:00.000",null
6759,"Robert Cary","1966-12-11T00:00:00.000",null
6760,"Robert Clohessy","1957-06-10T00:00:00.000",null
6761,"Robert Costanzo",null,null
6762,"Robert D. Webb","1972-09-29T00:00:00.000",null
6763,"Robert Davi","1951-06-26T00:00:00.000",null
6764,"Robert De Niro","1943-08-17T00:00:00.000",null
6765,"Robert Downey Jr.","1965-04-04T00:00:00.000",null
6766,"Robert Duvall","1931-01-05T00:00:00.000",null
6767,"Robert Eggers",null,null
6768,"Robert Fontaine","1908-01-19T00:00:00.000","1965-05-13T00:00:00.000"
6769,"Robert Forster","1941-07-13T00:00:00.000",null
6770,"Robert Foxworth","1941-11-01T00:00:00.000",null
6771,"Robert Greenwald","1945-08-28T00:00:00.000",null
6772,"Robert Hall",null,null
6773,"Robert Harmon",null,null
6774,"Robert Heath",null,null
6775,"Robert Hobbs",null,null
6776,"Robert Iscove","1947-07-04T00:00:00.000",null
6777,"Robert J. Wilke","1914-05-18T00:00:00.000","1989-03-28T00:00:00.000"
6778,"Robert John Burke","1960-09-12T00:00:00.000",null
6779,"Robert Kennedy Jr.","1954-01-17T00:00:00.000",null
6780,"Robert Kenner",null,null
6781,"Robert Lee King",null,null
6782,"Robert Longstreet",null,null
6783,"Robert Lopez","1975-02-23T00:00:00.000",null
6784,"Robert Lorenz",null,null
6785,"Robert Luketic","1973-11-01T00:00:00.000",null
6786,"Robert M. Young","1907-02-22T00:00:00.000","1998-07-21T00:00:00.000"
6787,"Robert Maillet","1969-10-26T00:00:00.000",null
6788,"Robert Marcarelli",null,null
6789,"Robert McKee",null,null
6790,"Robert Miano","1942-09-25T00:00:00.000",null
6791,"Robert Mitchum","1917-08-06T00:00:00.000","1997-07-01T00:00:00.000"
6792,"Robert Moresco",null,null
6793,"Robert Mulligan","1925-08-23T00:00:00.000","2008-12-20T00:00:00.000"
6794,"Robert Neary","1965-03-08T00:00:00.000",null
6795,"Robert Noble",null,null
6796,"Robert Pattinson","1986-05-13T00:00:00.000",null
6797,"Robert Peters","1961-07-20T00:00:00.000",null
6798,"Robert Picardo","1953-10-27T00:00:00.000",null
6799,"Robert Pine","1941-07-10T00:00:00.000",null
6800,"Robert Pralgo","1966-06-04T00:00:00.000",null
6801,"Robert Prosky","1930-12-13T00:00:00.000","2008-12-08T00:00:00.000"
6802,"Robert Redford","1936-08-18T00:00:00.000",null
6803,"Robert Ri'chard","1983-01-07T00:00:00.000",null
6804,"Robert Rodriguez","1968-06-20T00:00:00.000",null
6805,"Robert Rossen","1908-03-16T00:00:00.000","1966-02-18T00:00:00.000"
6806,"Robert Rusler","1965-09-20T00:00:00.000",null
6807,"Robert Sarkies",null,null
6808,"Robert Schwentke",null,null
6809,"Robert Shaw","1837-10-10T00:00:00.000","1863-07-18T00:00:00.000"
6810,"Robert Stadlober","1982-08-03T00:00:00.000",null
6811,"Robert Stevenson","1905-03-31T00:00:00.000","1986-04-30T00:00:00.000"
6812,"Robert Stromberg",null,null
6813,"Robert Taylor","1911-08-05T00:00:00.000","1969-06-08T00:00:00.000"
6814,"Robert Towne","1934-11-23T00:00:00.000",null
6815,"Robert Townsend","1957-02-06T00:00:00.000",null
6816,"Robert Turano",null,null
6817,"Robert Urich","1946-12-19T00:00:00.000","2002-04-16T00:00:00.000"
6818,"Robert Vaughn","1932-11-22T00:00:00.000","2016-11-11T00:00:00.000"
6819,"Robert Wagner","1930-02-10T00:00:00.000",null
6820,"Robert Wahlberg","1971-06-05T00:00:00.000",null
6821,"Robert Wise","1914-09-10T00:00:00.000","2005-09-14T00:00:00.000"
6822,"Robert Zemeckis","1952-05-14T00:00:00.000",null
6823,"Roberta Valderrama",null,null
6824,"Roberts Blossom","1924-03-25T00:00:00.000","2011-07-08T00:00:00.000"
6825,"Robin Atkin Downes","1976-09-06T00:00:00.000",null
6826,"Robin Bartlett","1951-04-22T00:00:00.000",null
6827,"Robin Budd",null,null
6828,"Robin Givens","1964-11-27T00:00:00.000",null
6829,"Robin Lord Taylor","1978-06-04T00:00:00.000",null
6830,"Robin McLeavy","1981-06-19T00:00:00.000",null
6831,"Robin Sachs","1951-02-05T00:00:00.000","2013-02-01T00:00:00.000"
6832,"Robin Shou","1960-07-17T00:00:00.000",null
6833,"Robin Weigert","1969-07-07T00:00:00.000",null
6834,"Robin Williams","1951-07-21T00:00:00.000","2014-08-11T00:00:00.000"
6835,"Robin Wright","1966-04-08T00:00:00.000",null
6836,"Robinne Lee","1974-07-16T00:00:00.000",null
6837,"Robinson Devor",null,null
6838,"Robyn Lively","1972-02-07T00:00:00.000",null
6839,"Rock Hudson","1925-11-17T00:00:00.000","1985-10-02T00:00:00.000"
6840,"Rod Lurie","1962-05-15T00:00:00.000",null
6841,"Rod Steiger","1925-04-14T00:00:00.000","2002-07-09T00:00:00.000"
6842,"Roddy McDowall","1928-09-17T00:00:00.000","1998-10-03T00:00:00.000"
6843,"Rodger Bumpass","1951-11-20T00:00:00.000",null
6844,"Rodman Flender","1962-06-09T00:00:00.000",null
6845,"Rodney Dangerfield","1921-11-22T00:00:00.000","2004-10-05T00:00:00.000"
6846,"Rodney Eastman","1967-07-20T00:00:00.000",null
6847,"Rodrigo Cortés",null,null
6848,"Rodrigo De la Serna","1976-04-18T00:00:00.000",null
6849,"Rodrigo García","1959-08-24T00:00:00.000",null
6850,"Roger Allam","1953-10-26T00:00:00.000",null
6851,"Roger Allers",null,null
6852,"Roger Ashton-Griffiths","1957-01-19T00:00:00.000",null
6853,"Roger Avary","1965-08-23T00:00:00.000",null
6854,"Roger Bart","1962-09-29T00:00:00.000",null
6855,"Roger Christian","1944-02-25T00:00:00.000",null
6856,"Roger Cross","1973-09-16T00:00:00.000",null
6857,"Roger Donaldson","1945-11-15T00:00:00.000",null
6858,"Roger Guenveur Smith","1955-07-27T00:00:00.000",null
6859,"Roger Jackson","1958-07-13T00:00:00.000",null
